date,l1_category,l1_category_id,l2_category,l2_category_id,store_id,variant_id,variant_name,group_id,selling_price,mrp,in_stock,inventory,is_sponsored,image_url,brand_id,brand
2025-07-24,Munchies,1237,Namkeen Snacks,29,30024,36018,Haldiram's Soya Sticks,1912985,45,45,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/3ea4060e-3639-48e3-a859-a825d619e872.png,,Haldiram's
2025-07-24,Munchies,1237,Namkeen Snacks,29,30024,56720,Charlie's Methi Khakhra,1912280,58,60,1,15,0,https://cdn.grofers.com/da/cms-assets/cms/product/8dded1ca-05c8-4c94-a6e4-cb73f620fa33.png,,Charlie's
2025-07-24,Munchies,1237,Namkeen Snacks,29,30024,372137,Chheda's Chana Jor,1913162,55,55,1,6,0,https://cdn.grofers.com/da/cms-assets/cms/product/b6630cb4-c3fd-48cf-b5b4-1b304e3dc704.png,,Chheda's
2025-07-24,Munchies,1237,Namkeen Snacks,29,30024,159879,"Jabsons Roasted Peanuts, Classic Salted (Singdana)",637891,70,70,1,4,0,https://cdn.grofers.com/da/cms-assets/cms/product/7490f5b1-1842-47ad-b4a8-a57a094c43b1.png,,Jabsons
2025-07-24,Munchies,1237,Papad & Fryums,80,30024,610538,Gopal Namkeen Punjabi Papad,1395307,60,60,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/9756a19f-d83e-4aa4-a4b6-40ebd015d6b5.png,,Gopal Namkeen
2025-07-24,Munchies,1237,Papad & Fryums,80,30024,138835,Lijjat Plain Urad Dal Papad,1396473,76,77,1,15,0,https://cdn.grofers.com/da/cms-assets/cms/product/4cba19d7-8a60-49c8-9598-669cb459cfd3.png,,Lijjat
2025-07-24,Munchies,1237,Papad & Fryums,80,30024,22606,Lijjat Garlic Papad,223845,77,77,1,11,0,https://cdn.grofers.com/da/cms-assets/cms/product/c46429ad-f9b2-42b2-b446-76b393e49c2e.png,,Lijjat
2025-07-24,Munchies,1237,Papad & Fryums,80,30024,18925,Lijjat Punjabi Masala Papad,223837,89,89,1,3,0,https://cdn.grofers.com/da/cms-assets/cms/product/c99ba260-93ab-4b1b-86cb-26896db62ac3.png,,Lijjat
2025-07-24,Munchies,1237,Papad & Fryums,80,30024,610529,Gopal Namkeen Udad Papad,1395296,60,60,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/7e27a3d0-384c-4c94-bcfd-215ff7a6fcda.png,,Gopal Namkeen
2025-07-24,Munchies,1237,Papad & Fryums,80,30024,481019,DNV Sabudana Papad,224021,43,50,1,8,0,https://cdn.grofers.com/da/cms-assets/cms/product/2cfeb809-f5ae-4de9-bee9-db6c626ba891.png,,DNV
2025-07-24,Munchies,1237,Papad & Fryums,80,30024,15558,Lijjat Moong Dal Papad,1396457,77,77,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/d9b349bc-c4a4-4afe-b130-75640f409e7b.png,,Lijjat
2025-07-24,Munchies,1237,Papad & Fryums,80,30024,68711,Lijjat Urad Mini Dal Papad,1396469,77,77,1,10,0,https://cdn.grofers.com/da/cms-assets/cms/product/bce576ca-6cac-4d88-aada-6b70ebf1d365.png,,Lijjat
2025-07-24,Munchies,1237,Papad & Fryums,80,30024,19927,Mother's Recipe Sabudana Papad,223843,34,34,1,8,0,https://cdn.grofers.com/da/cms-assets/cms/product/b948bd84-3469-4a2f-b4a9-889f24202d79.png,,Mother's Recipe
2025-07-24,Munchies,1237,Papad & Fryums,80,30024,501328,Ramji Pani Puri Papad,677464,34,45,1,6,0,https://cdn.grofers.com/da/cms-assets/cms/product/4084a9e5-08a8-4ffb-ac00-47cc808126e4.png,,Ramji
2025-07-24,Munchies,1237,Papad & Fryums,80,30024,60434,Bikaji Baat Cheet Moong and Urad Dal Papad,1396467,129,135,1,2,0,https://cdn.grofers.com/da/cms-assets/cms/product/6759d47c-b3ae-4ba6-9ed6-b91858d271c7.png,,Bikaji
2025-07-24,Munchies,1237,Papad & Fryums,80,30024,500884,Ramji Mix Fryums,676478,58,80,1,2,0,https://cdn.grofers.com/da/cms-assets/cms/product/fd942d4a-bacd-4811-bfd4-d1610792aefe.png,,Ramji
2025-07-24,Munchies,1237,Papad & Fryums,80,30024,500882,Ramji Tingo Fryums,676476,58,80,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/5b6c71ff-2992-497e-ab7c-7d7421ac4fdf.png,,Ramji
2025-07-24,Munchies,1237,Papad & Fryums,80,30024,500883,Ramji Wheel Fryums,676477,58,80,1,2,0,https://cdn.grofers.com/da/cms-assets/cms/product/a17b96c4-789f-4eb2-8f10-23546f413fa7.png,,Ramji
2025-07-24,Munchies,1237,Papad & Fryums,80,30024,501327,Ramji Net Fryums,677419,58,80,0,0,0,https://cdn.grofers.com/da/cms-assets/cms/product/d0923205-52a5-452a-b773-032aa2d14773.png,,Ramji
2025-07-24,Munchies,1237,Chips & Crisps,940,30024,673659,Natch Sesame Thai Rice Chips,2134611,268,295,1,2,0,https://cdn.grofers.com/da/cms-assets/cms/product/ecdf4031-f9d1-439d-90fc-16686ff19b86.png,,Natch
2025-07-24,Munchies,1237,Chips & Crisps,940,30024,67372,Kurkure Masala Munch Crisps,1910366,20,20,1,50,0,https://cdn.grofers.com/da/cms-assets/cms/product/870a38da-a236-44f8-aa67-851f0adacbba.png,,Kurkure
2025-07-24,Munchies,1237,Chips & Crisps,940,30024,11150,Uncle Chipps Spicy Treat Flavour Potato Chips,527890,20,20,1,32,0,https://cdn.grofers.com/da/cms-assets/cms/product/871988d1-1b77-476f-8dec-922930ad2c4b.png,,Uncle Chipps
2025-07-24,Munchies,1237,Chips & Crisps,940,30024,132817,Kurkure Solid Masti Masala Twisteez Crisps,1910729,20,20,1,45,0,https://cdn.grofers.com/da/cms-assets/cms/product/58f5d34a-bc06-4709-841f-75894a557196.png,,Kurkure
2025-07-24,Munchies,1237,Chips & Crisps,940,30024,673289,Natch Thai Rice Chips - Wasabi,2188406,268,295,1,5,0,https://cdn.grofers.com/da/cms-assets/cms/product/1960e99d-7d5d-4b0f-a083-bb12c746582f.png,,Natch
2025-07-24,Munchies,1237,Chips & Crisps,940,30024,432775,Lay's India's Magic Masala Potato Chips,438085,30,30,1,8,0,https://cdn.grofers.com/da/cms-assets/cms/product/7806dadc-a3c9-4cec-869f-90879c1f345c.png,,Lay's
2025-07-24,Munchies,1237,Chips & Crisps,940,30024,432774,Lay's American Style Cream & Onion Potato Chips,561608,30,30,1,45,0,https://cdn.grofers.com/da/cms-assets/cms/product/8e3a3fc7-66cf-403f-ae22-a5ccb07103c7.png,,Lay's
2025-07-24,Munchies,1237,Chips & Crisps,940,30024,574,Lay's Chile Limon Flavour Potato Chips,682288,20,20,1,20,0,https://cdn.grofers.com/da/cms-assets/cms/product/0293e130-cbdc-402a-af48-bdd7da6e5462.png,,Lay's
2025-07-24,Munchies,1237,Chips & Crisps,940,30024,57435,Lay's Classic Salted Potato Chips,561720,20,20,1,50,0,https://cdn.grofers.com/da/cms-assets/cms/product/f55e87f5-ecab-4d91-aca9-62883084374d.png,,Lay's
2025-07-24,Munchies,1237,Chips & Crisps,940,30024,367837,Kurkure Puffcorn Yummy Cheese Puffs,1910340,20,20,1,50,0,https://cdn.grofers.com/da/cms-assets/cms/product/38f3be41-8612-44c0-9e54-69abedfb07a5.png,,Kurkure
2025-07-24,Munchies,1237,Chips & Crisps,940,30024,372150,Chheda's Yellow Banana Chips,1910717,67,100,1,14,0,https://cdn.grofers.com/da/cms-assets/cms/product/98fd8845-b321-403f-92fc-40fc8c0cf89e.png,,Chheda's
2025-07-24,Munchies,1237,Chips & Crisps,940,30024,564326,Kettle Studio Tabasco Sauce Flavour Potato Chips,1082805,99,99,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/65ad539e-1799-4106-a713-fa486c28d965.png,,Kettle Studio
2025-07-24,Munchies,1237,Chips & Crisps,940,30024,116824,Kurkure Chilli Chatka Crisps,1910333,20,20,1,40,0,https://cdn.grofers.com/da/cms-assets/cms/product/5ce79c46-e60f-43dc-bdfe-f11985feb790.png,,Kurkure
2025-07-24,Munchies,1237,Chips & Crisps,940,30024,372115,Chheda's Golden Potato Chips (Rock Salt),2159856,75,90,1,24,0,https://cdn.grofers.com/da/cms-assets/cms/product/3a4b5ae4-3109-42fa-9d4e-10d2fb803811.png,,Chheda's
2025-07-24,Munchies,1237,Chips & Crisps,940,30024,577,Lay's Spanish Tomato Tango Potato Chips,438083,20,20,1,40,0,https://cdn.grofers.com/da/cms-assets/cms/product/c586c4d2-5b80-49f8-bd16-10c9c647c958.png,,Lay's
2025-07-24,Sweet Tooth,9,Indian Sweets,943,30024,523571,Rabri by Amul,1890314,25,25,1,11,0,https://cdn.grofers.com/da/cms-assets/cms/product/7632ccac-a2c6-4bad-ae08-dbfe0a52235f.png,,Amul
2025-07-24,Sweet Tooth,9,Indian Sweets,943,30024,478077,Milk Cake by Lal,661581,159,159,1,7,0,https://cdn.grofers.com/da/cms-assets/cms/product/bf8ae4a8-f252-457c-be4c-c57d5d58efcd.png,,Lal
2025-07-24,Sweet Tooth,9,Indian Sweets,943,30024,391414,Classic Besan Laddu by Lal,749354,73,90,1,4,0,https://cdn.grofers.com/da/cms-assets/cms/product/50bbfa0e-d80b-4085-bb20-ca68a4b7fde2.png,,Lal
2025-07-24,Sweet Tooth,9,Indian Sweets,943,30024,45232,Agra Taj Petha by Haldiram's,661423,65,65,1,9,0,https://cdn.grofers.com/da/cms-assets/cms/product/383012b3-8b32-4d8c-855f-375d45543343.png,,Haldiram's
2025-07-24,Sweet Tooth,9,Indian Sweets,943,30024,561255,Kheer by Amul,1047900,15,15,1,2,0,https://cdn.grofers.com/da/cms-assets/cms/product/b90307a7-f045-4082-ae6c-27d63bd121de.png,,Amul
2025-07-24,Sweet Tooth,9,Indian Sweets,943,30024,190192,Kaju Katli by Amul,661445,499,525,1,5,0,https://cdn.grofers.com/da/cms-assets/cms/product/9209fbb7-5e7d-4e39-8946-f7d2ad6f5b8a.png,,Amul
2025-07-24,Sweet Tooth,9,Indian Sweets,943,30024,434469,Premium Mysore Pak by Lal,661529,140,140,1,6,0,https://cdn.grofers.com/da/cms-assets/cms/product/468be22a-1733-42f2-b73a-6245d55ac068.png,,Lal
2025-07-24,Sweet Tooth,9,Indian Sweets,943,30024,561092,Hazelnut & Chocolate Sugar-Free Laddu by Eat Better Co,716073,77,79,1,8,0,https://cdn.grofers.com/da/cms-assets/cms/product/99f9e2cc-bc3b-4d88-a854-481ed0583381.png,,Eat Better Co
2025-07-24,Sweet Tooth,9,Indian Sweets,943,30024,529329,Classic Soan Papdi by Lal,752500,63,80,1,8,0,https://cdn.grofers.com/da/cms-assets/cms/product/438a2c98-9602-4c7f-8d89-015fa9708833.png,,Lal
2025-07-24,Sweet Tooth,9,Indian Sweets,943,30024,253521,Rasgulla by Haldiram's Nagpur,661448,225,225,1,11,0,https://cdn.grofers.com/da/cms-assets/cms/product/7c2c4af6-f0b7-418a-9537-6c2243a50ddd.png,,Haldiram's Nagpur
2025-07-24,Sweet Tooth,9,Indian Sweets,943,30024,561093,Vanilla Chocolate Sugar-Free Laddu by Eat Better Co,1092939,77,79,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/7282fb68-77f5-4d26-856c-7218bdb098a3.png,,Eat Better Co
2025-07-24,Sweet Tooth,9,Indian Sweets,943,30024,385103,Open & Eat Rasgulla by Gits,661477,200,255,1,8,0,https://cdn.grofers.com/da/cms-assets/cms/product/dc03d841-6dc0-4b04-80fb-3bceb4a69389.png,,Gits
2025-07-24,Sweet Tooth,9,Indian Sweets,943,30024,561094,Coffee Almond Sugar-Free Laddu by Eat Better Co,1092941,57,59,1,5,0,https://cdn.grofers.com/da/cms-assets/cms/product/621b7487-78c3-43fb-a099-a9e8b2e33f07.png,,Eat Better Co
2025-07-24,Sweet Tooth,9,Indian Sweets,943,30024,56727,Til Laddu by Charlie's,661428,72,80,1,3,0,https://cdn.grofers.com/da/cms-assets/cms/product/f1777e43-b4c0-4c0d-83df-7357b0613970.png,,Charlie's
2025-07-24,Sweet Tooth,9,Indian Sweets,943,30024,349695,Ras Malai (Frozen) by Amul,762255,227,250,1,2,0,https://cdn.grofers.com/da/cms-assets/cms/product/1909b77d-a970-4e53-8df4-3627464fa997.png,,Amul
2025-07-24,Munchies,1237,Bhujia & Mixtures,1178,40252,524535,Let's Try Namkeen Combo,744169,81,90,1,4,0,https://cdn.grofers.com/da/cms-assets/cms/product/46ee6575-38de-49b6-98d4-53d9a158a564.png,,Let's Try
2025-07-24,Munchies,1237,Bhujia & Mixtures,1178,40252,490550,Crax Aloo Bhujia Namkeen Snacks,2148114,50,50,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/3d66d0b2-016b-4806-852e-46613d94f02a.png,,Crax
2025-07-24,Munchies,1237,Bhujia & Mixtures,1178,40252,62131,Bikaji Tana Tan Aloo Bhujia,1911869,116,122,1,2,0,https://cdn.grofers.com/da/cms-assets/cms/product/ca7a6720-2193-402f-b3ad-e62e8371b6a1.png,,Bikaji
2025-07-24,Munchies,1237,Bhujia & Mixtures,1178,40252,17148,Haldiram's Aloo Bhujia,1910352,110,110,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/703b3b6f-733c-40eb-9892-8c4e55e1d2ab.png,,Haldiram's
2025-07-24,Munchies,1237,Bhujia & Mixtures,1178,40252,495431,Let's Try Lite Multigrain Mixture Namkeen,1914594,108,120,1,2,0,https://cdn.grofers.com/da/cms-assets/cms/product/5f7cfecb-5add-4369-97d5-f155f434b882.png,,Let's Try
2025-07-24,Munchies,1237,Bhujia & Mixtures,1178,40252,625035,Om Sweets Aloo Bhujia,1903091,100,100,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/8d0cd233-72b7-40bf-a282-e68a2f6a7834.png,,Om Sweets
2025-07-24,Munchies,1237,Bhujia & Mixtures,1178,40252,524899,Bikaji Mobile Chowpati Bhelpuri,828883,37,49,1,19,0,https://cdn.grofers.com/da/cms-assets/cms/product/8b982042-e389-466a-b5b0-99cf0ceb074f.png,,Bikaji
2025-07-24,Munchies,1237,Bhujia & Mixtures,1178,40252,439926,Garden Lemon Bhelpuri,828846,53,55,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/cdf8dc8b-8410-4116-b36d-7f9e7f05f47d.png,,Garden
2025-07-24,Munchies,1237,Bhujia & Mixtures,1178,40252,443280,Chheda's Instant Bhelpuri,1914009,60,60,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/52a8d2fa-dbd2-43f4-b9c5-662637f7ea5d.png,,Chheda's
2025-07-24,Munchies,1237,Bhujia & Mixtures,1178,40252,19274,Haldiram's Bhelpuri / Bhelpuri,1914143,55,55,1,13,0,https://cdn.grofers.com/da/cms-assets/cms/product/acb8bea9-c0b4-4064-a823-502cd11a0785.png,,Haldiram's
2025-07-24,Munchies,1237,Bhujia & Mixtures,1178,40252,11142,Haldiram's Fatafat Bhelpuri,1914092,40,40,1,13,0,https://cdn.grofers.com/da/cms-assets/cms/product/87af206e-52d3-4f1d-a66c-40fb64803f7f.png,,Haldiram's
2025-07-24,Munchies,1237,Bhujia & Mixtures,1178,40252,490549,Crax Bhujia Namkeen Snacks,2148116,54,54,1,2,0,https://cdn.grofers.com/da/cms-assets/cms/product/8e1b95c5-6e8f-43c3-bff6-ab27e4ccf932.png,,Crax
2025-07-24,Munchies,1237,Bhujia & Mixtures,1178,40252,23765,Bikano Bikaneri Bhujia,1915645,270,320,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/fe00a78b-9c0d-4a18-a14e-6e966a7c70ee.png,,Bikano
2025-07-24,Munchies,1237,Bhujia & Mixtures,1178,40252,495329,Let's Try Garlic Bhujia,643777,108,120,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/86d00dd8-45c4-4d70-ad90-f286dd6a6fef.png,,Let's Try
2025-07-24,Munchies,1237,Bhujia & Mixtures,1178,40252,513006,Let's Try Onion Bhujia,700099,108,120,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/2f86a8a0-f449-4214-976b-fef80ade62e3.png,,Let's Try
2025-07-24,Munchies,1237,Munchies Gift Packs,1694,40252,424025,4700BC Nutty Tuxedo Chocolate Popcorn,482030,250,250,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/e1bc109c-dae6-4dca-990b-bdab4ebfef65.png,,4700BC
2025-07-24,Munchies,1237,Munchies Gift Packs,1694,40252,570852,GO DESI Fun Diwali Gift Pack,1210454,494,699,1,2,0,https://cdn.grofers.com/da/cms-assets/cms/product/b47b46f3-5488-4f6c-8a86-e91b4dd927d8.png,,GO DESI
2025-07-24,Munchies,1237,Munchies Gift Packs,1694,40252,496308,"Open Secret Cookies, Brownie & Dry Fruits Gift Pack",1490480,329,350,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/e468ef7b-6194-448b-a3f8-dbbab26f86d8.png,,Open Secret
2025-07-24,Munchies,1237,Munchies Gift Packs,1694,40252,617464,Crax Namkeen Snacks Party Combo,2151204,72,90,1,2,0,https://cdn.grofers.com/da/cms-assets/cms/product/f9db696b-896b-46db-a05c-88e3929052fd.png,,Crax
2025-07-24,Munchies,1237,Munchies Gift Packs,1694,40252,633249,Beyond Snack Kerala Banana Chips,2173134,80,80,1,2,0,https://cdn.grofers.com/da/cms-assets/cms/product/49a34af6-c6f0-4f66-81c6-de20fd08cb0e.png,,Beyond Snack
2025-07-24,Munchies,1237,Munchies Gift Packs,1694,40252,534300,Desi Ghee Dryfruit Besan Laddu by Unibic Swaadesi,774246,134,230,1,4,0,https://cdn.grofers.com/da/cms-assets/cms/product/575b8952-08bd-46a5-8495-ef880cc6aacb.png,,Unibic Swaadesi
2025-07-24,Munchies,1237,Munchies Gift Packs,1694,40252,495576,4700BC Nutty Tuxedo Chocolate Popcorn Gift Pack,1175680,549,549,0,0,0,https://cdn.grofers.com/da/cms-assets/cms/product/b849c910-84e4-46ca-a51c-bb0e3e3232f3.png,,4700BC
2025-07-24,Munchies,1237,Munchies Gift Packs,1694,40252,480400,4700BC Himalayan Salt Caramel Popcorn,598505,225,225,0,0,0,https://cdn.grofers.com/da/cms-assets/cms/product/cdaeeb46-63cd-44d5-a6d5-0a14687bb366.png,,4700BC
2025-07-24,Munchies,1237,Namkeen Snacks,29,40252,524535,Let's Try Namkeen Combo,744169,81,90,1,4,0,https://cdn.grofers.com/da/cms-assets/cms/product/46ee6575-38de-49b6-98d4-53d9a158a564.png,,Let's Try
2025-07-24,Munchies,1237,Namkeen Snacks,29,34300,599404,Healthy Master Baked Bhakarwadi,1321603,299,420,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/adf03223-471a-4495-9f7b-3007a060053f.png,,Healthy Master
2025-07-24,Munchies,1237,Namkeen Snacks,29,40252,372136,Chheda's Bhakarwadi Namkeen,1912980,51,70,1,3,0,https://cdn.grofers.com/da/cms-assets/cms/product/19904ec5-987e-4ad0-a433-d5ca125b323a.png,,Chheda's
2025-07-24,Munchies,1237,Namkeen Snacks,29,40252,481329,Gulab Mini Bhakarwadi Namkeen,598561,81,85,1,2,0,https://cdn.grofers.com/da/cms-assets/cms/product/1f4777f3-c119-491d-99d2-a7041e78cd63.png,,Gulab
2025-07-24,Munchies,1237,Namkeen Snacks,29,40252,500525,Let's Try Roasted Bhuna Chana,828877,93,150,1,4,0,https://cdn.grofers.com/da/cms-assets/cms/product/1deee8bc-6efe-4656-81ab-db43ff4d137b.png,,Let's Try
2025-07-24,Munchies,1237,Namkeen Snacks,29,40252,52143,Chitale Bhakarwadi Namkeen,1912916,191,200,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/e75440c7-7314-4198-87bf-bdd30479e5d9.png,,Chitale
2025-07-24,Munchies,1237,Namkeen Snacks,29,40252,446980,Bikano Bhakarwadi Namkeen,541414,135,140,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/4377406d-3460-4d58-bd04-82703f15fb7a.png,,Bikano
2025-07-24,Munchies,1237,Namkeen Snacks,29,40252,25467,Garden Mini Bhakarwadi Namkeen,1912817,53,55,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/aebe0343-2e08-452e-a29b-02175d02c92e.png,,Garden
2025-07-24,Munchies,1237,Namkeen Snacks,29,40252,588255,Let's Try Hing Jeera Bhuna Chana,1244749,104,120,1,2,0,https://cdn.grofers.com/da/cms-assets/cms/product/ac5764d0-9fa6-48be-8267-e3df4987cb5b.png,,Let's Try
2025-07-24,Munchies,1237,Namkeen Snacks,29,40252,546180,Jabsons Roasted Chana / Bhuna Chana,815468,76,80,1,2,0,https://cdn.grofers.com/da/cms-assets/cms/product/33afbf2e-6767-4b4f-84a4-8252c739aa06.png,,Jabsons
2025-07-24,Munchies,1237,Namkeen Snacks,29,40252,540448,Jabsons Tandoori Roasted / Bhuna Chana,783405,76,80,1,10,0,https://cdn.grofers.com/da/cms-assets/cms/product/45bda01a-235a-4fa4-84c0-5dfd6b5a11f2.png,,Jabsons
2025-07-24,Munchies,1237,Namkeen Snacks,29,34300,600826,"Shrego Radhe Bhuna Chana, (Roasted Chickpeas) With Skin",1464260,189,200,1,3,0,https://cdn.grofers.com/da/cms-assets/cms/product/141094a1-a4dd-4054-9ad5-1b7a03ccd0fa.png,,Shrego
2025-07-24,Munchies,1237,Namkeen Snacks,29,40252,546182,Jabsons Spicy Masala Roasted Chana / Bhuna Chana,2108302,72,75,1,4,0,https://cdn.grofers.com/da/cms-assets/cms/product/f736a140-a543-4719-b943-75895a9a5285.png,,Jabsons
2025-07-24,Munchies,1237,Namkeen Snacks,29,40252,19299,"Haldiram's Bhuna Chana, Crackers",1913213,60,60,1,4,0,https://cdn.grofers.com/da/cms-assets/cms/product/fe7ad4ea-3619-4e8b-b378-14d81b3dcc0f.png,,Haldiram's
2025-07-24,Munchies,1237,Namkeen Snacks,29,40252,588253,Let's Try Bikaneri Bhujia,1243624,104,120,1,2,0,https://cdn.grofers.com/da/cms-assets/cms/product/3297f838-4ae8-498f-9ea2-7fd4124664dc.png,,Let's Try
2025-07-24,Munchies,1237,Papad & Fryums,80,40252,606926,Whole Farm Premium Appalam Papad,1794255,59,100,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/a9240291-67cd-4818-bcff-1e236d406c23.png,,Whole Farm
2025-07-24,Munchies,1237,Papad & Fryums,80,40252,481020,DNV Appalam Papad,538573,40,50,1,4,0,https://cdn.grofers.com/da/cms-assets/cms/product/2332b248-a44c-42ed-97ec-f8e09e01afff.png,,DNV
2025-07-24,Munchies,1237,Papad & Fryums,80,40252,619214,Mother's Recipe Appalam Papad,1839498,45,50,1,9,0,https://cdn.grofers.com/da/cms-assets/cms/product/1ab0e056-eaed-4a28-a0b1-fc844b068ede.png,,Mother's Recipe
2025-07-24,Munchies,1237,Papad & Fryums,80,40252,606930,Whole Farm Premium Punjabi Urad Dal Papad,1794258,59,100,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/d6de7c37-1254-439e-9c5d-345039063741.png,,Whole Farm
2025-07-24,Munchies,1237,Papad & Fryums,80,40252,19448,Mother's Recipe Moong Dal Papad,1396461,71,75,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/63a9af92-3c80-4b29-87bd-b0171afa7609.png,,Mother's Recipe
2025-07-24,Munchies,1237,Papad & Fryums,80,40252,17505,Mother's Recipe Urad Dal Papad,1396459,71,75,1,2,0,https://cdn.grofers.com/da/cms-assets/cms/product/eedb4d4a-b3fa-469d-80df-7f4d7be12a27.png,,Mother's Recipe
2025-07-24,Munchies,1237,Papad & Fryums,80,40252,91108,Bikaji Baat Cheet Dal Papad,1396471,295,310,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/5f84f031-87b8-4f53-b662-2fd3674f4e4d.png,,Bikaji
2025-07-24,Munchies,1237,Papad & Fryums,80,40252,60434,Bikaji Baat Cheet Moong and Urad Dal Papad,1396467,129,135,1,2,0,https://cdn.grofers.com/da/cms-assets/cms/product/6759d47c-b3ae-4ba6-9ed6-b91858d271c7.png,,Bikaji
2025-07-24,Munchies,1237,Papad & Fryums,80,40252,60433,Bikaji Dil Khush Moong and Urad Dal Papad,1396465,129,135,1,2,0,https://cdn.grofers.com/da/cms-assets/cms/product/3d3cf701-ad17-41bd-a015-5344b8d9cb22.png,,Bikaji
2025-07-24,Munchies,1237,Papad & Fryums,80,40252,15558,Lijjat Moong Dal Papad,1396457,77,77,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/d9b349bc-c4a4-4afe-b130-75640f409e7b.png,,Lijjat
2025-07-24,Munchies,1237,Papad & Fryums,80,40252,138835,Lijjat Plain Urad Dal Papad,1396473,77,77,1,7,0,https://cdn.grofers.com/da/cms-assets/cms/product/4cba19d7-8a60-49c8-9598-669cb459cfd3.png,,Lijjat
2025-07-24,Munchies,1237,Papad & Fryums,80,40252,500884,Ramji Mix Fryums,676478,58,80,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/fd942d4a-bacd-4811-bfd4-d1610792aefe.png,,Ramji
2025-07-24,Munchies,1237,Papad & Fryums,80,40252,609537,Mother's Recipe Garlic Red Chilli Fryums,2142481,34,34,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/59038434-1bec-42ee-bd2c-fa3fc2ef35a6.png,,Mother's Recipe
2025-07-24,Munchies,1237,Papad & Fryums,80,40252,609556,Mother's Recipe Onion Fryums,2142479,34,34,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/a6e75275-6d53-47cb-ae99-6121f9142f3b.png,,Mother's Recipe
2025-07-24,Munchies,1237,Papad & Fryums,80,40252,28215,Mother's Recipe Green Chilli Garlic Papad,1396509,71,75,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/83094172-723a-43e1-bcfe-f332cb2c36f7.png,,Mother's Recipe
2025-07-24,Munchies,1237,Chips & Crisps,940,34300,520321,Nutty Yogi Ragi Snacks Crisps,1462216,258,258,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/0cdc54a6-eebc-432e-99de-6cfccf68d90b.png,,Nutty Yogi
2025-07-24,Munchies,1237,Chips & Crisps,940,34300,601681,DOKi Amritsari Achari Pork Puffs,1331584,150,150,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/a53d05b3-6a22-4e0c-bf9d-881b82c52eea.png,,DOKi
2025-07-24,Munchies,1237,Chips & Crisps,940,40252,318777,Chheda's Salt-n-Pepper Banana Chips - 170 g,771471,69,90,1,2,0,https://cdn.grofers.com/da/cms-assets/cms/product/24b32f92-83d5-443d-a4ec-4b9ba28afcaa.png,,Chheda's
2025-07-24,Munchies,1237,Chips & Crisps,940,40252,482724,Modern Kitchens Salted Banana Chips,551048,48,60,1,1,0,https://cdn.grofers.com/da/cms-assets/cms/product/a291c494-1867-4e00-b526-47efe53ff256.png,,Modern Kitchens
2025-07-24,Munchies,1237,Chips & Crisps,940,40252,482725,Modern Kitchens Spicy Banana Chips,551046,48,60,1,2,0,https://cdn.grofers.com/da/cms-assets/cms/product/5149a930-e9eb-4e70-b928-4327956ce3fd.png,,Modern Kitchens
2025-07-24,Munchies,1237,Chips & Crisps,940,40252,591789,Snackible Salted Banana Chips,1276017,54,60,1,3,0,https://cdn.grofers.com/da/cms-assets/cms/product/2bb8aacc-b0cd-4af1-9d55-567251aba210.png,,Snackible
2025-07-24,Munchies,1237,Chips & Crisps,940,40252,58591,Chheda's Long Masala Banana Chips,1912762,80,95,1,6,0,https://cdn.grofers.com/da/cms-assets/cms/product/ffb880e7-5f1b-4c50-95c5-9525f041933f.png,,Chheda's
